역코드,역명,승강기명,운행구간,설치위치,승강기 구분
345,대치,승강기)에스컬레이터 3,계단-B4,내부,ES
345,대치,승강기)에스컬레이터 4,B3-B2,내부,ES
345,대치,승강기)에스컬레이터 5,F1-B1,4번 출구측,ES
345,대치,승강기)에스컬레이터 6,B1-F1,4번 출구측,ES
345,대치,승강기)엘리베이터 내부#1,B4-B2-B1,승강장,EV
345,대치,승강기)엘리베이터 외부#1,B1-F1,7번 출구측,EV
346,학여울,승강기)에스컬레이터 1,B2-B3,내부,ES
346,학여울,승강기)에스컬레이터 2,B3-B2,내부,ES
346,학여울,승강기)엘리베이터 내부#1,B5~B4,상행 5-4,EV
346,학여울,승강기)엘리베이터 내부#2,B5~B4,하행 6-1,EV
346,학여울,승강기)엘리베이터 외부#1,B4-B2-B1-F1,1번 출구측,EV
347,대청,승강기)에스컬레이터 1,F1-B1,6번 출구측,ES
347,대청,승강기)에스컬레이터 2,B1-F1,6번 출구측,ES
347,대청,승강기)에스컬레이터 3,F1-B1,3번 출구측,ES
347,대청,승강기)에스컬레이터 4,B1-F1,3번 출구측,ES
347,대청,승강기)엘리베이터 내부#1,B3-B2,상행 4-4,EV
347,대청,승강기)엘리베이터 내부#2,B3-B2,하행 7-1,EV
347,대청,승강기)엘리베이터 외부#1,B2-F1,8번 출구측,EV
348,일원,승강기)에스컬레이터 1,F1-B1,1번 출구측,ES
348,일원,승강기)에스컬레이터 2,B1-F1,1번 출구측,ES
348,일원,승강기)에스컬레이터 3,B1-F1,2번 출구측,ES
348,일원,승강기)에스컬레이터 4,F1-B1,3번 출구측,ES
348,일원,승강기)에스컬레이터 5,B1-F1,6번 출구측,ES
348,일원,승강기)에스컬레이터 6,F1-B1,6번 출구측,ES
348,일원,승강기)엘리베이터 내부#1,B3-B2,상행 6-3,EV
348,일원,승강기)엘리베이터 내부#2,B3-B2,하행 5-2,EV
348,일원,승강기)엘리베이터 외부#2,B2-F1,1번 출구측,EV
348,일원,승강기)엘리베이터 외부#3,B2-F1,1번 출구측,EV
349,수서(3),승강기)에스컬레이터 1,F1-B1,1번 출입구,ES
349,수서(3),승강기)에스컬레이터 10,B2-B1,내부,ES
349,수서(3),승강기)에스컬레이터 11,F1-B1,5번 출구측,ES
349,수서(3),승강기)에스컬레이터 12,B1-F1,5번 출구측,ES
349,수서(3),승강기)에스컬레이터 2,B1-F1,1번 출입구,ES
349,수서(3),승강기)에스컬레이터 3,F1-B1,2번 출입구,ES
349,수서(3),승강기)에스컬레이터 4,B1-F1,2번 출입구,ES
349,수서(3),승강기)에스컬레이터 5,F1-B1,6번 출입구,ES
349,수서(3),승강기)에스컬레이터 6,B1-F1,6번 출입구,ES
349,수서(3),승강기)에스컬레이터 7,B1-B2,내부,ES
349,수서(3),승강기)에스컬레이터 8,B2-B1,내부,ES
349,수서(3),승강기)에스컬레이터 9,B1-B2,내부,ES
349,수서(3),승강기)엘리베이터 내부#1,B2-B1,상행 8-3,EV
349,수서(3),승강기)엘리베이터 내부#2,B2-B1,하행 3-2,EV
349,수서(3),승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
349,수서(3),승강기)엘리베이터 외부#2,B1-F1,5번 출구측,EV
350,가락시장(3),승강기)에스컬레이터 1,B2-B4,하행 4-4,ES
350,가락시장(3),승강기)에스컬레이터 10,B4-B3,상행 3-2,ES
350,가락시장(3),승강기)에스컬레이터 11,B2-B4,하행 5-2,ES
350,가락시장(3),승강기)에스컬레이터 12,B4-B2,상행 5-2,ES
350,가락시장(3),승강기)에스컬레이터 13,B2-B4,하행 7-1,ES
350,가락시장(3),승강기)에스컬레이터 14,B4-B2,상행 7-1,ES
350,가락시장(3),승강기)에스컬레이터 15,B1-B2,내부,ES
350,가락시장(3),승강기)에스컬레이터 16,B2-B1,내부,ES
350,가락시장(3),승강기)에스컬레이터 17,B1-B2,내부,ES
350,가락시장(3),승강기)에스컬레이터 18,B2-B1,내부,ES
350,가락시장(3),승강기)에스컬레이터 19,F1-B1,7번 출구측,ES
350,가락시장(3),승강기)에스컬레이터 2,B4-B2,상행 4-4,ES
350,가락시장(3),승강기)에스컬레이터 20,B1-F1,7번 출구측,ES
350,가락시장(3),승강기)에스컬레이터 21,F1-B2,8번 출구측,ES
350,가락시장(3),승강기)에스컬레이터 22,B2-F1,8번 출구측,ES
350,가락시장(3),승강기)에스컬레이터 3,B2-B4,하행 6-3,ES
350,가락시장(3),승강기)에스컬레이터 4,B4-B2,상행 6-3,ES
350,가락시장(3),승강기)에스컬레이터 5,B3-B4,하행 8-3,ES
350,가락시장(3),승강기)에스컬레이터 6,B4-B3,상행 8-3,ES
350,가락시장(3),승강기)에스컬레이터 7,B4-B3,상행 9-4,ES
350,가락시장(3),승강기)에스컬레이터 8,B4-B3,상행 2-1,ES
350,가락시장(3),승강기)에스컬레이터 9,B3-B4,하행 3-2,ES
350,가락시장(3),승강기)엘리베이터 내부#1,B4-B2,상행 8-2,EV
350,가락시장(3),승강기)엘리베이터 내부#2,B4-B2,하행 3-2,EV
350,가락시장(3),승강기)엘리베이터 외부#1,B2-F1,7번 출구측,EV
351,경찰병원,승강기)에스컬레이터 1,B1-B2,승강장 2-1,ES
351,경찰병원,승강기)에스컬레이터 10,B2-B1,승강장 5-3,ES
351,경찰병원,승강기)에스컬레이터 11,B1-B2,승강장 9-4,ES
351,경찰병원,승강기)에스컬레이터 12,B2-B1,승강장 9-4,ES
351,경찰병원,승강기)에스컬레이터 13,F1-B1,1번 출구측,ES
351,경찰병원,승강기)에스컬레이터 14,B1-F1,1번 출구측,ES
351,경찰병원,승강기)에스컬레이터 15,F1-B1,2번 출구측,ES
351,경찰병원,승강기)에스컬레이터 16,B1-F1,2번 출구측,ES
351,경찰병원,승강기)에스컬레이터 17,셔터-B1,내부,ES
351,경찰병원,승강기)에스컬레이터 18,B1-셔터,내부,ES
351,경찰병원,승강기)에스컬레이터 19,F1-셔터,3번 출구측,ES
351,경찰병원,승강기)에스컬레이터 2,B2-B1,승강장 2-1,ES
351,경찰병원,승강기)에스컬레이터 20,셔터-F1,3번 출구측,ES
351,경찰병원,승강기)에스컬레이터 3,B1-B2,승강장 6-2,ES
351,경찰병원,승강기)에스컬레이터 4,B2-B1,승강장 6-2,ES
351,경찰병원,승강기)에스컬레이터 5,B1-B2,승강장 7-4,ES
351,경찰병원,승강기)에스컬레이터 6,B2-B1,승강장 7-4,ES
351,경찰병원,승강기)에스컬레이터 7,B1-B2,승강장 4-1,ES
351,경찰병원,승강기)에스컬레이터 8,B2-B1,승강장 4-1,ES
351,경찰병원,승강기)에스컬레이터 9,B1-B2,승강장 5-3,ES
351,경찰병원,승강기)엘리베이터 내부#1,B3-B1,상행 4-2,EV
351,경찰병원,승강기)엘리베이터 내부#2,B3-B1,하행 7-3,EV
351,경찰병원,승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
351,경찰병원,승강기)엘리베이터 외부#2,B1-F1,3번 출구측,EV
352,오금(3),승강기)에스컬레이터 1,B2-B3,승강장 2-2,ES
352,오금(3),승강기)에스컬레이터 10,B3-B2,승강장 9-3,ES
352,오금(3),승강기)에스컬레이터 11,B1-B2,환승통로,ES
352,오금(3),승강기)에스컬레이터 12,B2-B1,환승통로,ES
352,오금(3),승강기)에스컬레이터 13,F1-셔터,1번 출구측,ES
352,오금(3),승강기)에스컬레이터 14,셔터-F1,1번 출구측,ES
352,오금(3),승강기)에스컬레이터 15,B1-셔터,2번 출구측,ES
352,오금(3),승강기)에스컬레이터 2,B3-B2,승강장 2-2,ES
352,오금(3),승강기)에스컬레이터 3,B1-B3,승강장 4-2,ES
352,오금(3),승강기)에스컬레이터 4,B3-B1,승강장 4-2,ES
352,오금(3),승강기)에스컬레이터 5,B2-B3,승강장 7-1,ES
352,오금(3),승강기)에스컬레이터 6,B3-B2,승강장 4-4,ES
352,오금(3),승강기)에스컬레이터 7,B1-B3,승강장 7-3,ES
352,오금(3),승강기)에스컬레이터 8,B3-B1,승강장 7-3,ES
352,오금(3),승강기)에스컬레이터 9,B2-B3,승강장 9-3,ES
352,오금(3),승강기)엘리베이터 내부#1,B4-B1,상행 5-1,EV
352,오금(3),승강기)엘리베이터 내부#2,B4-B1,하행 6-4,EV
352,오금(3),승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
409,당고개,승강기)에스컬레이터,F2-F1,14번 출입구,ES
409,당고개,승강기)에스컬레이터,F1-F2,14번 출입구,ES
409,당고개,승강기)에스컬레이터,F3-F2,승강장-대합실(진접방향),ES
409,당고개,승강기)에스컬레이터,F2-F3,승강장-대합실(진접방향),ES
409,당고개,승강기)엘리베이터 내부#1,F2-F3,상행 6-1,EV
409,당고개,승강기)엘리베이터 내부#2,F2-F3,하행 5-4,EV
409,당고개,승강기)엘리베이터 외부#1,지상-F2,14번 출구측,EV
410,상계,승강기)에스컬레이터 1,F2-F1,1번 출구측,ES
410,상계,승강기)에스컬레이터 2,F1-F2,1번 출구측,ES
410,상계,승강기)엘리베이터 외부#1,지상-F2,12번 출구측,EV
410,상계,승강기)휠체어리프트 내부1,F2-F3,연결통로,WL
410,상계,승강기)휠체어리프트 내부2,F2-F3,12번출구,WL
411,노원(4),승강기)에스컬레이터 1,F2-F1,1번 출입구,ES
411,노원(4),승강기)에스컬레이터 2,F1-F2,1번 출입구,ES
411,노원(4),승강기)에스컬레이터 3,F3-F2,내부,ES
411,노원(4),승강기)에스컬레이터 4,F2-F3,내부,ES
411,노원(4),승강기)엘리베이터 내부#1,F2-F3,상행 8-4,EV
411,노원(4),승강기)엘리베이터 내부#2,F2-F3,하행 3-1,EV
411,노원(4),승강기)엘리베이터 외부#1,지상-F2,2번 출구측,EV
411,노원(4),승강기)엘리베이터 외부#2,지상-F2,9번 출구측,EV
412,창동(4),승강기)에스컬레이터 1,F2-F1,1번 출구측,ES
412,창동(4),승강기)에스컬레이터 2,F1-F2,1번 출구측,ES
412,창동(4),승강기)에스컬레이터 3,F2-F1,외부,ES
412,창동(4),승강기)에스컬레이터 4,F1-F2,외부,ES
412,창동(4),승강기)에스컬레이터 5,F2-F1,외부,ES
412,창동(4),승강기)에스컬레이터 6,F1-F2,외부,ES
412,창동(4),승강기)엘리베이터 내부#1,F2-F3,상행 2-4,EV
412,창동(4),승강기)엘리베이터 내부#2,F2-F3,상행 8-2,EV
412,창동(4),승강기)엘리베이터 내부#3,F2-F3,하행 8-4,EV
412,창동(4),승강기)엘리베이터 내부#4,F2-F3,하행 3-2,EV
412,창동(4),승강기)엘리베이터 외부#1,지상-F2,1번 출구측,EV
412,창동(4),승강기)엘리베이터 외부#2,지상-F2,2번 출구측,EV
412,창동(4),승강기)휠체어리프트 내부3,F2-F3,연결통로,WL
412,창동(4),승강기)휠체어리프트 내부4,F1-F3,승강장,WL
412,창동(4),승강기)휠체어리프트 내부5,F1-F3,승강장,WL
412,창동(4),승강기)휠체어리프트 내부6,F2-F3,연결통로,WL
413,쌍문,승강기)에스컬레이터,F1-B1,3번 출입구,ES
413,쌍문,승강기)에스컬레이터,B1-F1,3번 출입구,ES
413,쌍문,승강기)에스컬레이터 1,F1-B1,4번 출구측,ES
413,쌍문,승강기)에스컬레이터 2,B1-F1,4번 출구측,ES
413,쌍문,승강기)에스컬레이터 3,F1-B1,2번 출구측,ES
413,쌍문,승강기)에스컬레이터 4,B1-F1,2번 출구측,ES
413,쌍문,승강기)에스컬레이터 5,F1-B1,3번 출구측,ES
413,쌍문,승강기)에스컬레이터 6,B1-F1,3번 출구측,ES
413,쌍문,승강기)엘리베이터 내부#1,B2-B1,상행 8-4,EV
413,쌍문,승강기)엘리베이터 내부#2,B2-B1,하행 3-1,EV
413,쌍문,승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
414,수유,승강기)에스컬레이터 1,F1-B1,3번 출구측,ES
414,수유,승강기)에스컬레이터 2,B1-F1,3번 출구측,ES
414,수유,승강기)에스컬레이터 3,F1-B1,8번 출구측,ES
414,수유,승강기)에스컬레이터 4,B1-F1,8번 출구측,ES
414,수유,승강기)엘리베이터 내부#1,B2-B1,상행 7-1,EV
414,수유,승강기)엘리베이터 내부#2,B2-B1,하행 4-4,EV
414,수유,승강기)엘리베이터 외부#1,B1-F1,12번출구측,EV
415,미아,승강기)에스컬레이터 1,F1-B1,3번 출입구,ES
415,미아,승강기)에스컬레이터 2,B1-F1,3번 출입구,ES
415,미아,승강기)에스컬레이터 3,F1-B1,1번 출구측,ES
415,미아,승강기)에스컬레이터 4,B1-F1,1번 출구측,ES
415,미아,승강기)에스컬레이터 5,F1-B1,6번 출구측,ES
415,미아,승강기)에스컬레이터 6,B1-F1,6번 출구측,ES
415,미아,승강기)엘리베이터 내부#1,B2-B1,상행 8-2,EV
415,미아,승강기)엘리베이터 내부#2,B2-B1,하행 3-4,EV
415,미아,승강기)엘리베이터 외부#1,B1-F1,12번 출구측,EV
416,미아사거리,승강기)에스컬레이터 1,F1-B1,3번 출구측,ES
416,미아사거리,승강기)에스컬레이터 2,B1-F1,3번 출구측,ES
416,미아사거리,승강기)엘리베이터 내부#1,B2-B1,상행 3-1,EV
416,미아사거리,승강기)엘리베이터 내부#2,B2-B1,하행 8-3,EV
417,길음,승강기)에스컬레이터 1,B1-F1,2번 출구측,ES
417,길음,승강기)에스컬레이터 2,F1-B1,3번 출구측,ES
417,길음,승강기)에스컬레이터 3,B1-F1,3번 출구측,ES
417,길음,승강기)엘리베이터 내부#1,B2-B1,승강장,EV
417,길음,승강기)엘리베이터 외부#1,B1-F1,5번 출구측,EV
417,길음,승강기)엘리베이터 외부#2,B1-F1,34번 출구측,EV
418,성신여대입구(4),승강기)에스컬레이터 1,F1-B1,1번 출구측,ES
418,성신여대입구(4),승강기)에스컬레이터 2,B1-F1,1번 출구측,ES
418,성신여대입구(4),승강기)에스컬레이터 3,B1(대)-1(지상),4번출구 상행,ES
418,성신여대입구(4),승강기)에스컬레이터 3,B1-F1,4번 출구측,ES
418,성신여대입구(4),승강기)에스컬레이터 4,F1-B1,4번 출구측,ES
418,성신여대입구(4),승강기)엘리베이터 내부#1,B2-B1,상행 8-2,EV
418,성신여대입구(4),승강기)엘리베이터 내부#2,B2-B1,하행 3-4,EV
418,성신여대입구(4),승강기)엘리베이터 외부#1,B1-F1,2번 출구측,EV
418,성신여대입구(4),승강기)엘리베이터 외부#2,B1-F1,3번 출구측,EV
419,한성대입구,승강기)에스컬레이터 1,B1-F1,5번 출구측,ES
419,한성대입구,승강기)에스컬레이터 2,F1-B1,5번 출구측,ES
419,한성대입구,승강기)엘리베이터 내부#1,B2-B1,섬식승강장,EV
419,한성대입구,승강기)엘리베이터 외부#1,B1-F1,34번 출구측,EV
419,한성대입구,승강기)엘리베이터 외부#2,B1-F1,5번 출구측,EV
420,혜화,승강기)에스컬레이터 1,F1-B1,1번 출입구,ES
420,혜화,승강기)에스컬레이터 2,B1-F1,1번 출입구,ES
420,혜화,승강기)에스컬레이터 3,F1-B1,3번 출구측,ES
420,혜화,승강기)에스컬레이터 4,B1-F1,3번 출구측,ES
420,혜화,승강기)엘리베이터 내부#1,B2-B1,상행 7-4,EV
420,혜화,승강기)엘리베이터 내부#2,B2-B1,하행 3-4,EV
420,혜화,승강기)엘리베이터 외부#1,B1-F1,2번 출구측,EV
420,혜화,승강기)엘리베이터 외부#2,B1-F1,3번 출구측,EV
421,동대문(4),승강기)에스컬레이터 1,B2-B4,하행 7-4,ES
421,동대문(4),승강기)에스컬레이터 10,B1-F1,9번 출구측,ES
421,동대문(4),승강기)에스컬레이터 2,B4-B2,상행 4-1,ES
421,동대문(4),승강기)에스컬레이터 3,B2-B4,하행 3-3,ES
421,동대문(4),승강기)에스컬레이터 4,B4-B2,상행 8-2,ES
421,동대문(4),승강기)에스컬레이터 5,B1-B2,4호선연결통로,ES
421,동대문(4),승강기)에스컬레이터 6,B2-B1,1호선연결통로,ES
421,동대문(4),승강기)에스컬레이터 7,F1-B1,8번 출구측,ES
421,동대문(4),승강기)에스컬레이터 8,B1-F1,8번 출구측,ES
421,동대문(4),승강기)에스컬레이터 9,F1-B1,9번 출구측,ES
421,동대문(4),승강기)엘리베이터 내부#1,B4-B1,승강장,EV
421,동대문(4),승강기)엘리베이터 외부#1,B1-F1,9번 출구측,EV
421,동대문(4),승강기)휠체어리프트 내부1,B1(대합실) 1호선~B1(대합실) 1호선,10번출구측,WL
422,동대문역사문화공원(4),승강기)에스컬레이터 1,B1-B3,하행 8-3,ES
422,동대문역사문화공원(4),승강기)에스컬레이터 2,B3-B1,상행 3-1,ES
422,동대문역사문화공원(4),승강기)에스컬레이터 3,B2-B3,하행 5-2,ES
422,동대문역사문화공원(4),승강기)에스컬레이터 4,B3-B2,상행 6-3,ES
422,동대문역사문화공원(4),승강기)에스컬레이터 5,B2-B3,하행 2-4,ES
422,동대문역사문화공원(4),승강기)에스컬레이터 6,B3-B2,상행 9-1,ES
422,동대문역사문화공원(4),승강기)엘리베이터 내부#1,B3-B1,승강장,EV
423,충무로(4),승강기)에스컬레이터 1,B3-B2,상행 4-2,ES
423,충무로(4),승강기)에스컬레이터 10,B2-B1,내부,ES
423,충무로(4),승강기)에스컬레이터 11,B1-B2,내부,ES
423,충무로(4),승강기)에스컬레이터 12,B2-B1,내부,ES
423,충무로(4),승강기)에스컬레이터 13,B1-B2,내부,ES
423,충무로(4),승강기)에스컬레이터 14,B2-B1,내부,ES
423,충무로(4),승강기)에스컬레이터 15,B1-B2,내부,ES
423,충무로(4),승강기)에스컬레이터 16,B2-B1,내부,ES
423,충무로(4),승강기)에스컬레이터 17,B4-B2,환승통로,ES
423,충무로(4),승강기)에스컬레이터 18,B4-B2,환승통로,ES
423,충무로(4),승강기)에스컬레이터 19,B2-B4,환승통로,ES
423,충무로(4),승강기)에스컬레이터 2,B3-B2,상행 4-2,ES
423,충무로(4),승강기)에스컬레이터 20,B4-B2,환승통로,ES
423,충무로(4),승강기)에스컬레이터 21,F1-B1,1번 출입구,ES
423,충무로(4),승강기)에스컬레이터 22,B1-F1,1번 출입구,ES
423,충무로(4),승강기)에스컬레이터 3,B2-B3,하행 6-3,ES
423,충무로(4),승강기)에스컬레이터 4,B3-B2,상행 6-3,ES
423,충무로(4),승강기)에스컬레이터 5,B2-B3,하행 5-2,ES
423,충무로(4),승강기)에스컬레이터 6,B2-B3,하행 5-2,ES
423,충무로(4),승강기)에스컬레이터 7,B2(대)-B3(승),하행 7-2,ES
423,충무로(4),승강기)에스컬레이터 8,B3-B2,상행 7-2,ES
423,충무로(4),승강기)에스컬레이터 9,B1-B2,내부,ES
423,충무로(4),승강기)엘리베이터 내부#1,B3-B1,상행 8-1,EV
423,충무로(4),승강기)엘리베이터 내부#2,B3-B1,하행 3-3,EV
423,충무로(4),승강기)엘리베이터 내부#3,B4-B2,내부,EV
423,충무로(4),승강기)엘리베이터 외부#1,B1-F1,7번 출구측,EV
423,충무로(4),승강기)휠체어리프트 내부1,B3-B2,승강장,WL
424,명동,승강기)에스컬레이터,,,ES
424,명동,승강기)에스컬레이터 1,B2-B3,내부,ES
424,명동,승강기)에스컬레이터 2,A계단(승)-B2(대),A계단 옆,ES
424,명동,승강기)에스컬레이터 3,B2-B3,내부,ES
424,명동,승강기)에스컬레이터 4,B3-B2,내부,ES
424,명동,승강기)에스컬레이터 5,F1-B1,1번 출구측,ES
424,명동,승강기)에스컬레이터 6,B1-F1,1번 출구측,ES
424,명동,승강기)엘리베이터 내부#1,B4-B1,내부,EV
424,명동,승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
425,회현,승강기)에스컬레이터 1,B2-B3,내부,ES
425,회현,승강기)에스컬레이터 10,F1-B1,건물측관리,ES
425,회현,승강기)에스컬레이터 2,B3-B2,내부,ES
425,회현,승강기)에스컬레이터 3,B2-B4,하행 6-4,ES
425,회현,승강기)에스컬레이터 4,B4-B2,상행 4-4,ES
425,회현,승강기)에스컬레이터 5,B2-B4,하행 1-4,ES
425,회현,승강기)에스컬레이터 6,B4-B2,상행 9-4,ES
425,회현,승강기)에스컬레이터 7,B1-F1,건물측관리,ES
425,회현,승강기)에스컬레이터 8,F1-B1,건물측관리,ES
425,회현,승강기)에스컬레이터 9,B1-F1,건물측관리,ES
425,회현,승강기)엘리베이터 내부#1,B4-B2-B1,승강장,EV
425,회현,승강기)엘리베이터 외부#1,B1-지상,지상도로중앙,EV
426,서울역(4),승강기)에스컬레이터 1,1호선 연결통로,사당측10-4,ES
426,서울역(4),승강기)에스컬레이터 2,1호선 연결통로,당고개측1-1,ES
426,서울역(4),승강기)에스컬레이터 3,F1-B1,9-1번출구측,ES
426,서울역(4),승강기)에스컬레이터 4,B1-F1,9-1번출구측,ES
426,서울역(4),승강기)엘리베이터 내부#1,B2-B1,승강장,EV
426,서울역(4),승강기)엘리베이터 외부#1,B1-F1,12번 출구측,EV
426,서울역(4),승강기)휠체어리프트 외부1,B1-지상,9-1번출구,WL
427,숙대입구,승강기)엘리베이터 내부#1,B2-B1,상행 8-1,EV
427,숙대입구,승강기)엘리베이터 내부#2,B2-B1,하행 3-3,EV
427,숙대입구,승강기)엘리베이터 외부#1,B1-F1,10번 출구측,EV
428,삼각지(4),승강기)에스컬레이터 1,F1-B1,2번 출입구,ES
428,삼각지(4),승강기)에스컬레이터 2,B1-F1,2번 출입구,ES
428,삼각지(4),승강기)에스컬레이터 3,F1-B1,5번 출입구,ES
428,삼각지(4),승강기)에스컬레이터 4,B1-F1,5번 출입구,ES
428,삼각지(4),승강기)엘리베이터 내부#1,B2-B1,상행 4-3,EV
428,삼각지(4),승강기)엘리베이터 내부#2,B2-B1,하행 7-2,EV
428,삼각지(4),승강기)엘리베이터 외부#1,B1-F1,12번 출구측,EV
428,삼각지(4),승강기)엘리베이터 외부#2,B1-F1,56번 출구측,EV
428,삼각지(4),승강기)엘리베이터 외부#3,B1-F1,3번 출구측,EV
429,신용산,승강기)에스컬레이터 1,F1-B1,5번 출구측,ES
429,신용산,승강기)에스컬레이터 2,B1-F1,5번 출구측,ES
429,신용산,승강기)에스컬레이터 3,B1-F1,3번 출구측,ES
429,신용산,승강기)에스컬레이터 4,B1-F1,4번 출구측,ES
429,신용산,승강기)에스컬레이터 5,F1-B1,4번 출구측,ES
429,신용산,승강기)에스컬레이터 6,B1-F1,1번 출구측,ES
429,신용산,승강기)에스컬레이터 7,F1-B1,1번 출구측,ES
429,신용산,승강기)에스컬레이터 8,B1-F1,1번 출구측,ES
429,신용산,승강기)에스컬레이터 9,F1-B1,1번 출구측,ES
429,신용산,승강기)엘리베이터 내부#1,B1-B2,상행 8-2,EV
429,신용산,승강기)엘리베이터 내부#2,B1-B2,하행 3-2,EV
429,신용산,승강기)엘리베이터 외부#1,B1-BM1-F1,1번 출구측,EV
429,신용산,승강기)엘리베이터 외부#2,B1-F1,4번 출구측,EV
430,이촌(4),승강기)에스컬레이터 1,F1-B1,1번 출구측,ES
430,이촌(4),승강기)에스컬레이터 2,B1-F1,1번 출구측,ES
430,이촌(4),승강기)에스컬레이터 3,F1-B1,2번 출입구,ES
430,이촌(4),승강기)에스컬레이터 4,B1-F1,2번 출입구,ES
430,이촌(4),승강기)엘리베이터 내부#1,B2-B1,상행 8-1,EV
430,이촌(4),승강기)엘리베이터 내부#2,B2-B1,하행 3-3,EV
430,이촌(4),승강기)엘리베이터 내부#3,B1-F1,경의환승,EV
430,이촌(4),승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
430,이촌(4),승강기)엘리베이터 외부#2,B1-F1,2번 출구측,EV
430,이촌(4),승강기)휠체어리프트 외부1,B1-F1,연결통로,WL
431,동작(4),승강기)엘리베이터 내부#1,F2-F3,상행 7-4,EV
431,동작(4),승강기)엘리베이터 내부#2,F1-F2-F3,하행 4-4,EV
432,총신대입구(4),승강기)에스컬레이터 1,F1-B1,14번 출구측,ES
432,총신대입구(4),승강기)에스컬레이터 2,B1-F1,14번 출구측,ES
432,총신대입구(4),승강기)에스컬레이터 3,F1-B1,1번 출구측,ES
432,총신대입구(4),승강기)에스컬레이터 4,B1-F1,1번 출구측,ES
432,총신대입구(4),승강기)엘리베이터 내부#1,B2-B1,상행 7-3,EV
432,총신대입구(4),승강기)엘리베이터 내부#2,B2-B1,하행 8-3,EV
432,총신대입구(4),승강기)엘리베이터 외부#1,B1-F1,1번 출구측,EV
432,총신대입구(4),승강기)엘리베이터 외부#2,B1-F1,14번 출구측,EV
433,사당(4),승강기)에스컬레이터 1,B2-B3,내부,ES
433,사당(4),승강기)에스컬레이터 2,F1-B1,4번 출구측,ES
433,사당(4),승강기)에스컬레이터 3,B1-F1,4번 출구측,ES
433,사당(4),승강기)에스컬레이터 4,F1-B1,9번 출구측,ES
433,사당(4),승강기)에스컬레이터 5,B1-F1,9번 출구측,ES
433,사당(4),승강기)에스컬레이터 6,F1-B1,3번 출구측,ES
433,사당(4),승강기)에스컬레이터 7,B1-F1,3번 출구측,ES
433,사당(4),승강기)엘리베이터 내부#1,B3-B2-B1,승강장,EV
433,사당(4),승강기)엘리베이터 외부#1,B1-F1,910번출구측,EV
433,사당(4),승강기)휠체어리프트 내부1,B1-M,연결통로,WL
434,남태령,승강기)에스컬레이터 1,B2-B3,내부,ES
434,남태령,승강기)에스컬레이터 2,B3-B2,내부,ES
434,남태령,승강기)엘리베이터 내부#1,B3-B2,승강장,EV
434,남태령,승강기)엘리베이터 내부#2,B2-B1,내부,EV
434,남태령,승강기)엘리베이터 외부#1,B1-F1,2번 출구측,EV
510,방화,승강기)엘리베이터 1,B1-B2,내부,EV
510,방화,승강기)엘리베이터 2,B1-B2,내부,EV
510,방화,승강기)엘리베이터 3,F1-B1,12번 출구측,EV
511,개화산,승강기)엘리베이터 1,F1-B2,1번 출구측,EV
511,개화산,승강기)엘리베이터 2,F1-B2,2번 출구측,EV
512,김포공항(5),승강기)무빙워크 1,B2-B2,내부,MW
512,김포공항(5),승강기)무빙워크 2,B2-B2,내부,MW
512,김포공항(5),승강기)에스컬레이터 1,B2-B3,내부,ES
512,김포공항(5),승강기)에스컬레이터 10,B1-F1(건물측관리),3번 출구측,ES
512,김포공항(5),승강기)에스컬레이터 2,B3-B2,내부,ES
512,김포공항(5),승강기)에스컬레이터 3,B2-B3,내부,ES
512,김포공항(5),승강기)에스컬레이터 4,B3-B2,내부,ES
512,김포공항(5),승강기)에스컬레이터 5,B3-B2,내부,ES
512,김포공항(5),승강기)에스컬레이터 6,B2-B3,내부,ES
512,김포공항(5),승강기)에스컬레이터 7,B3-B2,내부,ES
512,김포공항(5),승강기)에스컬레이터 8,B2-B3,내부,ES
512,김포공항(5),승강기)에스컬레이터 9,F1-B1(건물측관리),3번 출구측,ES
512,김포공항(5),승강기)엘리베이터 1,B2-B3,내부,EV
512,김포공항(5),승강기)엘리베이터 2,B2-B3,내부,EV
512,김포공항(5),승강기)엘리베이터 3,F1-B1,3번 출구측,EV
513,송정,승강기)에스컬레이터 1,B2-B1,내부,ES
513,송정,승강기)에스컬레이터 2,B1-B2,내부,ES
513,송정,승강기)에스컬레이터 3,F1-B1,외부,ES
513,송정,승강기)에스컬레이터 4,B1-B1,외부,ES
513,송정,승강기)엘리베이터 1,B2-B3,내부,EV
513,송정,승강기)엘리베이터 2,B2-B3,내부,EV
513,송정,승강기)엘리베이터 3,F1-B2,2번 출구측,EV
513,송정,승강기)엘리베이터 4,F1-B2,3번 출구측,EV
514,마곡,승강기)에스컬레이터 1,B1-F1,외부,ES
514,마곡,승강기)에스컬레이터 10,F1-B1,외부,ES
514,마곡,승강기)에스컬레이터 11,B1-F1,외부,ES
514,마곡,승강기)에스컬레이터 12,F1-B1,외부,ES
514,마곡,승강기)에스컬레이터 2,F1-B1,외부,ES
514,마곡,승강기)에스컬레이터 3,B1-F1,외부,ES
